"codigo","cartorio","serventia","municipio_id","cartorio_censo_id"
7097,"1º OFICIO DO REGISTRO CIVIL E ANEXOS","104257",4204202,7097
7098,"ESCRIVANIA DE PAZ DE CUNHATAI-SC","106203",4204756,7098
7099,"ESCRIVANIA DE PAZ DE ERMO","106245",4205191,7099
7100,"REGISTRO CIVIL E TABELIONATO DO TERCEIRO SUBDISTRITO DOS SACO DOS LIMOES","108159",4205407,7100
7101,"REGISTRO CIVIL E TABELIONATO DE NOTAS DO DISTRITO DA LAGOA DA CONCEICAO","108191",4205407,7101
7102,"OFICIO DO REGISTRO CIVIL, TITULOS DOCUMENTOS, PESSOAS JURIDICAS E OUTROS PAPEIS","107805",4205902,7102
7103,"ESCRIVANIA DE PAZ","105890",4206603,7103
7104,"ESCRIVANIA DE PAZ DO MUNICIPIO DE LAJEADO GRANDE","106948",4209458,7104
7105,"ESCRIVANIA DE PAZ DO MUNICIPIO DE PAULO LOPES","106419",4212304,7105
7106,"ESCRIVANIA DE PAZ","105833",4215208,7106
7107,"CARTÓRIO DE REGISTRO CIVIL E NOTAS","105148",4215604,7107
7108,"OFICIO DOS REGISTROS PUBLICOS DE BOM RETIRO DO SUL","098632",4302402,7108
7109,"REGISTRO CIVIL DAS PESSOAS NATURAIS","098970",4302907,7109
7110,"SERVIÇO NOTARIAL E REGISTRAL DO CHUI","101410",4305439,7110
7111,"SERVIÇOS NOTARIAIS E REGISTROS DE IPE","102301",4310439,7111
7112,"PINHAL GRANDE SERVIÇO NOTARIAL E DE REGISTRO","098756",4314472,7112
7113,"OFICIO DOS REGISTROS PUBLICOS DE PORTAO - RS","098681",4314803,7113
7114,"SERVIÇOS NOTARIAIS E DE REGISTRO BAIRRO BELEM NOVO, ANTIGO OFICIO DISTRITAL DE BELEM NOVO","101766",4314902,7114
7115,"SERVIÇO NOTARIAL E REGISTRAL DE SAO JOAO DA URTIGA (INCL. REG. ESP.)","100818",4318424,7115
7116,"SERVIÇO NOTARIAL E DE REGISTRO DE SAO JORGE","100826",4318440,7116
7117,"SERVIÇO NOTARIAL E REGISTRAL DE SERIO","101378",4320453,7117
7118,"CARTÓRIO DE PAZ DE ALFREDO WAGNER","105015",4200705,7118
7119,"ESCRIVANIA DE PAZ DE BARRA CLARA","108167",4200903,7119
7120,"REGISTRO CIVIL TITULOS E DOCUMENTOS E PESSOAS JURIDICAS","108225",4201000,7120
7121,"ESCRIVANIA DE PAZ","144220",4202578,7121
7122,"REGISTRO CIVIL TITULOS E DOCUMENTOS","108217",4204707,7122
7123,"ESCRIVNIA DE PAZ DO DISTRITO DE MIRIM","107201",4207304,7123
7124,"ESCRIVANIA DE PAZ ITAIO - OLIZANDRO KUHL","107136",4208104,7124
7125,"RIO BONITO ESCRIVANIA DE PAZ","108605",4208500,7125
7126,"ESCRIVANIA DE PAZ DO DISTRITO DO BOA VISTA","106781",4209102,7126
7127,"ESCRIVANIA DE PAZ DO MUNICIPIO DE LUZERNA-SC","106955",4210035,7127
7128,"ESCRIVANIA DE PAZ DO MUNICIPIO DE MAREMA","106971",4210555,7128
7129,"OFICIO DE REGISTRO DE IMOVEIS E HIPOTECAS, REGISTRO CIVIL DAS PESSOAS NATURAIS, TITULOS E DOCUMENTOS E PESSOAS JURIDICAS","107714",4210902,7129
7130,"ESCRINIA DE PAZ","105809",4211603,7130
7131,"CARTÓRIO OLIVEIRA","105593",4211751,7131
7132,"ESCRIVANIA DE PAZ DE PAIAL","109546",4211876,7132
7133,"ESCRIVANIA DE PAZ PALMEIRA","107144",4212056,7133
7134,"ESCRIVANIA DE PAZ DO MUNICIPIO DE PLANALTO ALEGRE/SC","106443",4213153,7134
7135,"POUSO REDONDO TABELIONATO DE NOTAS","108035",4213708,7135
7136,"CARTÓRIO DE RANCHO QUEIMADO","105098",4214300,7136
7137,"ESCRIVANIA DE PAZ DE RIO DOS CEDROS","106476",4214706,7137
7138,"REGISTRO CIVIL, TITULOS E DOCUMENTOS E PESSOAS JURIDICAS","108274",4216008,7138
7139,"SAUDADES CARTÓRIO CIVIL","108738",4217303,7139
7140,"ESCRIVANIA DE PAZ DO MUNICIPIO DE SIDEROPOLIS","107052",4217600,7140
7141,"CARTÓRIO PESSETTI","105627",4218103,7141
7142,"ESCRIVANIA DE PAZ DO MUNICIPIO DE TREVISO","144196",4218350,7142
7143,"CARTÓRIO DE REGISTRO CIVIL, PESSOA JURIDICA, TITULOS E DOCUMENTOS","105221",4218806,7143
7144,"ESCRIVANIA DE PAZ DO DISTRITO DE ANTA GORDA","107185",4219309,7144
7145,"ESCRIVANIA DE PAZ DE XAVANTINA","108175",4219606,7145
7146,"CARTÓRIO DO 15º OFICIO","110072",2800308,7146
7147,"2º OFICIO TABELIONATO DE NOTAS, REGISTRO CIVIL E REGISTRO DE TITULOS E DOCUMENTOS","109850",2800670,7147
7148,"CARTÓRIO DO UNICO OFICIO","110718",2802700,7148
7149,"CARTÓRIO DO 2º OFICIO","110379",2804607,7149
7150,"CARTÓRIO DO 2º OFICIO","110338",2805604,7150
7151,"OFICIO UNICO DE SANTANA DO SAO FRANCISCO","130880",2806404,7151
7152,"CARTÓRIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS DE ADOLFO","123489",3500204,7152
7153,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DA SEDE DA COMARCA DE ALTINOPOLIS","115923",3501004,7153
7154,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS","117010",3504602,7154
7155,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DO MUNICIPIO DE BARRINHA, DA COMARCA DE SERTAOZINHO, DO ESTADO DE SAO PAULO","114223",3505609,7155
7156,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DO MUNICIPIO DE FLORIDA PAULISTA","117234",3516002,7156
7157,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 2º SUBDISTRITO DA SEDE DA COMARCA DE GUARULHOS","115212",3518800,7157
7158,"TABELIAO DE NOTAS E DE PROTESTO DE LETRAS E TITULOS DA COMARCA DE IPAUCU (EXECUTA REGISTRO CIVIL)","114546",3520905,7158
7159,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DA SEDE DA COMARCA DE LORENA - SP","116145",3527207,7159
7160,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DO DISTRITO DE ROSALIA, DA COMARCA DE MARILIA","117762",3529005,7160
7161,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DE MOMBUCA","116608",3530904,7161
7162,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 2º SUBDISTRITO DA SEDE DA COMARCA DE RIBEIRAO PRETO-SP","115246",3543402,7162
7163,"SALESOPOLIS-CARTÓRIO DE REGISTRO CIVIL E TABELIONATO","123737",3545001,7163
7164,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DA SEDE","115725",3546009,7164
7165,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DO DISTRITO DE TERRA NOVA D' OESTE, DA COMARCA DE PANORAMA","114272",3547106,7165
7166,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 5º SUBDISTRITO SANTA EFIGENIA-SP","115337",3550308,7166
7167,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS","116640",3554755,7167
7168,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DA SEDE DA COMARCA DE VIRADOURO - SP","116376",3556800,7168
7169,"CARTÓRIO DE REGISTRO CIVIL DE PESSOAS NATURAIS","127209",1705557,7169
7170,"CARTÓRIO DE REGISTRO DE IMOVEIS, PESSOAS JURIDICAS, TITULOS, DOCUMENTOS, PROTESTOS E TABELIONATO DE NOTAS","127266",1707306,7170
7171,"CARTÓRIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS RAIMUNDA SILVA ARAUJO DE GUARAI-TO","126912",1709302,7171
7172,"CARTÓRIO DE REGISTRO CIVIL DE PESSOAS NATURAIS E TABELIONATO DE NOTAS","127431",1712454,7172
7173,"CARTÓRIO DO REGISTRO CIVIL DE PESSOAS NATURAIS","128595",1715002,7173
7174,"CARTÓRIO DE REGISTRO CIVIL DE PESSOAS NATURAIS C/FUNCOES NOTARIAIS DISTRITO DE BARRO VERMELHO","007062",2909901,7174
7175,"TABELIONATO DE NOTAS E REGISTRO CIVIL-3º OFICIO","068569",1500602,7175
7176,"OFICIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS JURIDICAS, TITULOS E DOCUMENTOS DA COMARCA DE QUILOMBO-SC","107763",4214201,7176
7177,"OUTROS","999999",0,7177
7178,"ESCRIVANIA DE PAZ DO DISTRITO DE BARREIROS","149922",4216602,7178
7179,"OFICIO UNICO DE SANTANA DO SAO FRANCISCO","110866",2804409,7179
7180,"2º OFICIO DA COMARCA DE RIACHUELO- SE","109801",2805901,7180
7181,"1.º TABELIONATO DE NOTAS E PROTESTO DE LETRAS E TITULOS E REGISTRO CIVIL DAS PESSOAS NATURAIS","142877",3508405,7181
7182,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DA SEDE","115774",3517000,7182
7183,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DA SEDE DA COMARCA DE APARECIDA-SP","115931",3502507,7183
7184,"OFICIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DO DISTRITO DE ARACAIBA","142745",3502705,7184
7185,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS","116715",3503703,7185
7186,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DO MUNICIPIO DE BONSUCESSO DE ITARARE","149989",3507159,7186
7187,"OFICIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DO MUNICIPIO DE PEDRINHAS PAULISTA, COMARCA DE MARACAI","153726",3537156,7187
7188,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DA SEDE DA COMARCA DE PIRATININGA","123711",3539400,7188
7189,"REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIONATO DE NOTAS","123190",3518701,7189
7190,"OFICIAL DE REGISTRO DE IMOVEIS, TITULOS E DOCUMENTOS, CIVIL DE PESSOA JURIDICA E CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DA SEDE DA COMARCA DE IPAUSSU","145607",3520905,7190
7191,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DO 1º SUBDISTRITO DA SEDE DA COMARCA DE LINS","116533",3527108,7191
7192,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DA SEDE","115600",3528502,7192
7193,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIONATO DE NOTAS","118901",3530003,7193
7194,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIAO DE NOTAS DO DISTRITO DE RUILANDIA, DA COMARCA DE MIRASSOL","118869",3530300,7194
7195,"CARTÓRIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E ANEXOS DO TABELIONATO","113936",3530409,7195
7196,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS DO 27º SUBDISTRITO DE TATUAPE","143032",3550308,7196
7197,"OFICIAL DE REGISTRO CIVIL DAS PESSOAS NATURAIS E DE INTERDICOES E TUTELAS DO PRIMEIRO SUBDISTRITO SE-SP","121160",3550308,7197
7198,"CARTÓRIO DO 1º OFICIO DE NOTAS E REGISTRO DE IMOVEIS","128280",1708205,7198
7200,"CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS","153304",1716307,7200
7201,"CARTÓRIO DE REGISTRO DE IMOVEIS, TABELIONATO DE NOTAS E ANEXOS","127258",1717206,7201
7202,"REG CIVIL DE PESS. NAT. E TAB. DE NOTAS DO DISTRITO DE BELA VISTA","138784",1720200,7202
7203,"CARTÓRIO DE REGISTRO CIVIL DE PESSOAS NATURAIS","127100",1721257,7203
7204,"CARTÓRIO DE REGISTRO CIVIL E ANEXOS","114041",3552007,7204
7205,"ABREULANDIA CARTÓRIO DE REGISTRO DE IMOVEIS E OUTROS","126482",1700251,7205
7206,"CARTÓRIO REGISTRO CIVIL DE RIACHINHO","128827",1701002,7206
7207,"CARTÓRIO DO REGISTRO CIVIL E TABELIONATO DO 1º DISTRITO","091454",3300605,7207
7208,"CARTÓRIO DO REGISTRO CIVIL DE PESSOAS NATURAIS E TABELIONATO DE NOTA DO 3º DISTRITO DA COMARCA DE CAMBUCI-RJ","091447",3300902,7208
7209,"CAMPOS CARTÓRIO DO 3º DISTRITO DE NOTAS","089482",3301009,7209
7210,"OFICIO UNICO DA COMARCA DE CANTAGALO","090142",3301108,7210
7211,"R.C.P.N. DO 3º DISTRITO DA COMARCA DE CANTAGALO","092395",3301108,7211
7212,"R.C.P.N. DO 5º DISTRITO DE CANTAGALO","092411",3301108,7212
7213,"OFICIO UNICO DE CASIMIRO DE ABREU","088807",3301306,7213
7214,"CARTÓRIO REGISTRO CIVIL DASPESSOAS NATURAIS 2º DISTRITO - AFONSO ARINOS","091629",3300951,7214
7215,"CARTÓRIO RCPN DE CORDEIRO/RJ","091587",3301504,7215
7216,"RCPN 1º DISTRITO DE ENGENHEIRO PAULO DE FRONTIN","092551",3301801,7216
7217,"RCPN DO 5º DISTRITO DE ITAPERUNA - RJ","092882",3302205,7217
7218,"OFICIO UNICO DE JAPERI","088518",3302270,7218
7219,"CARTÓRIO RCPN DE MACUCO","091595",3302452,7219
7220,"OFICIO UNICO DE MACUCO","148106",3302452,7220
7221,"RCPN DO 1º DISTRITO DA COMARCA DE MENDES","145417",3302809,7221
7222,"CARTÓRIO DO REGISTRO CIVIL DE PESSOAS NATURAIS DO 1ºDISTRITO DE MIGUEL PEREIRA - RJ","091421",3302908,7222
7223,"RCPN E NOTAS","092965",3302908,7223
7224,"CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS DO 1º DISTRITO DO MUNICIPIO DE MIRACEMA","091371",3303005,7224
7225,"RCPN DO 1º DISTRITO DE NATIVIDADE/RJ","092817",3303104,7225
7226,"2º OFICIO","093898",2409902,7226
7227,"CARTÓRIO UNICO","094250",2415008,7227
7228,"OFICIO DE REGISTRO CIVIL E NOTAS","152579",1101492,7228
7229,"CARTÓRIO DISTRITAL DE JOSE OTAVIO","097352",4301602,7229
7230,"CARTÓRIO DISTRITAL DE ITAIMBEZINHO","097345",4302303,7230
7231,"SERVIÇO REGISTRO CIVIL E TABELIONATO DE NOTAS DISTRITAL CAPELA VELHA","101626",4303509,7231
7232,"SERVIÇO NOTARIAL E DE REGISTROS DE IGUATEMI","100966",4304507,7232
7233,"REGISTRO CIVIL DAS PESSOAS NATURAIS DO 3º. DISTRITO DE PIRAI","093195",3304003,7233
7234,"CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS","091322",3304102,7234
7235,"RCPN 6 DISTRITO-RESENDE","092700",3304201,7235
7236,"RCPN 1º DISTRITO","092510",3304508,7236
7237,"REGISTRO CIVIL DAS PESSOAS NATURAIS E NOTAS","093229",3304607,7237
7238,"RCPN 4º DISTRITO DE SAO FIDELIS","092684",3304805,7238
7239,"CARTÓRIO RCPN 2º DISTRITO SAO SEBASTIAO DO ALTO","091561",3305307,7239
7240,"CARTÓRIO DO RCPN E TABELIONATO DE BEMPOSTA, 3º DISTRITO","091280",3306008,7240
7241,"OFICIO UNICO DE NOTAS - REGISTRO E PROTESTO DE TITULOS","095125",2400703,7241
7242,"CAMPO GRANDE CARTÓRIO UNICO DE NOTAS","094052",2401305,7242
7243,"SERVIÇO NOATRIAL E DE REGISTRO DE VILA DEODORO","100396",4322608,7243
7244,"SERVIÇO NOTARIAL E DE REGISTRO DE VILA MARIANTE","130690",4322608,7244
7245,"SERVIÇO NOTARIAL E DE REGISTRO CIVIL DE PASSO D AREIA","100545",4323002,7245
7246,"REGISTRO CIVIL E REGISTRO DE IMOVEIS","149963",4203204,7246
7247,"CARTÓRIO ANTONIO BERNARDI","104901",4204558,7247
7248,"ESCRIVANIA DE PAZ DE TREVISO","106542",4204608,7248
7249,"CARTÓRIO LIDIA MAURICIA LAUREANO DA COSTA","105544",4205407,7249
7250,"CARTÓRIO DE PAZ TABELIONATO E REGISTRO CIVIL","105072",4206702,7250
7251,"JARDINOPOLIS - ESCRIVANIA DE PAZ","107409",4208955,7251
7252,"CARTÓRIO PAZ PAINEL","105619",4209300,7252
7253,"CARTÓRIO DE LAURO MULLER","104943",4209607,7253
7254,"ESCRIVANIA DE PAZ DE SAO SEBASTIAO DO SUL","106526",4209706,7254
7255,"REGISTRO CIVIL, TITULOS E DOCUMENTOS","150300",4210803,7255
7256,"ESCRIVANIA DE PAZ DO MUNICIPIO DE MONTE CASTELO","144238",4211108,7256
7257,"SERVIÇO REGISTRAL DO VACAIQUA","101568",4306601,7257
7258,"SERVIÇO NOTARIAL E REGISTRAL DE HULHA NEGRA","101253",4309654,7258
7259,"OFICIO DE SERVIÇOS NOTARIAIS E DE REGISTRO DE ITAPUCA","097972",4310579,7259
7260,"OFICIO DE NOTAS E DE REGISTRO","097600",4311130,7260
7261,"TABELIONATO","102467",4311502,7261
7262,"SERVIÇO NOTARIAL E REGISTRAL DE DUNAS","101238",4314407,7262
7263,"SERVIÇO NOTARIAL E DE REGISTROS DE TORRINHAS","101022",4314506,7263
7264,"SERIVCOS NOTARIAIS E DE REGISTROS DE RELVADO","099739",4315453,7264
7265,"SERVIÇO NOTARIAL E DE REGISTROS","100891",4315602,7265
7266,"OFICIO DISTRITAL DO CATI/ESPINILHO 7º DISTRITO DO MUNICIPIO RS","098020",4317103,7266
7267,"SERVIÇO NOTARIAL E REGISTRAL DE ARROIO DO SO","101188",4316907,7267
7268,"SERVIÇO NOTARIAL E DE REGISTRO DE BOQUEIRAO","100610",4318804,7268
7269,"SERVIÇO NOTARIAL E REGISTRAL DE UNIAO","101394",4318804,7269
7270,"SEGREDO OFICIO DISTRITAL","099630",4320263,7270
7271,"CARTÓRIO DO 2º OFICIO","078659",2206407,7271
7272,"CARTÓRIO DO 2º OFICIO","078717",2207009,7272
7273,"CARTÓRIO DO SEGUNDO OFICIO","079194",2207504,7273
7274,"2º CARTÓRIO DO REGISTRO CIVIL","077834",2207702,7274
7275,"CARTÓRIO DO 2º OFICIO","078832",2208106,7275
7276,"1º CARTÓRIO DE REGISTRO DE IMOVEIS","140822",2209104,7276
7277,"CARTÓRIO DO 2°. OFICIO","078550",2209104,7277
7278,"CARTÓRIO DO 2º OFICIO","078576",2209609,7278
7279,"CARTÓRIO DO 2º OFICIO","078790",2210607,7279
7280,"CARTÓRIO DO 3° OFICIO OFICIALIZADO","078931",2210607,7280
7281,"CARTÓRIO DO 2 OFICIO","078519",2210706,7281
7282,"CARTÓRIO DE REGISTRO CIVIL DE SIMPLICIO MENDES","148684",2210805,7282
7283,"CARTÓRIO DO 2º OFICIO DO REGISTRO CIVIL","078881",2210904,7283
7284,"CARTÓRIO DO 2º OFICIO","078618",2211209,7284
7285,"REGISTRO CIVIL E TABELIONATO BELA VISTA DA CAROBA","142117",4102752,7285
7286,"CARTÓRIO REGISTRO CIVIL DE PESSOAS NATURAIS - RAJADA","150763",2611101,7286
7287,"1º ARQUIVO PUBLICO DO ACERVO DE CASAMENTO","148981",2611606,7287
7288,"CARTÓRIO DE REGISTRO CIVIL DAS PESSOAS NATURAIS","074278",2611606,7288
7289,"CARTÓRIO DE REGISTRO CIVIL E ANEXOS","081471",4117107,7289
7290,"CARTÓRIO DE AGUA BOA","081083",4117503,7290
7291,"REGISTRO CIVIL DAS PESSOAS NATURAIS, REGISTRO DE TITULOS E DOCUMENTOS E REGISTRO CIVIL DAS PESSOAS JURIDICAS","084699",4117602,7291
7292,"SERVIÇO DISTRITAL DE JARDIM OLINDA","145458",4118105,7292
7293,"ALEXANDRA CARTÓRIO DISTRITAL NOTAS REGISTRO CIVIL","080655",4118204,7293
7294,"REGISTRO DE TITULOS E DOCUMENTOS E REGISTRO CIVIL DAS PESSOAS NATURAIS","084434",4118501,7294
7295,"SERVIÇO DISTRITAL DE BOM RETIRO","141770",4119301,7295
7297,"OFICIO DE REGISTRO CIVIL E TITULOS E DOCUMENTOS","084145",4119509,7297
7298,"PITANGUEIRAS - RLD","140202",4119657,7298
7299,"ITAIACOCA - PGO","130427",4119905,7299
7300,"SERVIÇO DISTRITAL DE PRESIDENTE CASTELO BRANCO","081588",4120408,7300
7301,"PRUDENTOPOLIS TABELIONATO DE NOTAS E REGISTRO CIVIL","084632",4120606,7301
7302,"CARTÓRIO DE PAZ E ANEXOS","081182",4120853,7302
7303,"SERVIÇO NOTARIAL E REGISTRAL DE RIO BOM","086785",4122107,7303
7304,"SERVIÇO REGISTRAL CIVIL E NOTARIAL","087049",4122404,7304
7305,"OF REG CIVIL TIT E DOC E PES JUR - SANTA FE","153411",4123402,7305
7306,"SERVIÇO REGISTRAL CIVIL E NOTARIAL","087056",4123907,7306
7307,"SERVIÇO NOTARIAL E REGISTRAL OLIVEIRA","086868",4124004,7307
7308,"SERVIÇO DISTRITAL DE SAO JOAO DO PINHAL","141945",4124707,7308
7309,"SERVENTIA DE JUSTICA DISTRITAL DE UBAUNA","085647",4125001,7309
7310,"CARTÓRIO DISTRITAL DE CACHOEIRA DE SAO JOSE","082156",4125506,7310
7311,"CARTÓRIO DE REGISTRO CIVIL DE PESSOAS NATURAIS, JURIDICAS E DE TITULOS E DOCUMENTOS DE SARANDI","081380",4126256,7311
7312,"CARTÓRIO DISTRITAL DE BORRAZOPOLIS/PR","082149",4103305,7312
7313,"SERVIÇO DISTRITAL DE CAMPO MAGRO","087353",4104253,7313
7314,"SERVIÇO DE REGISTRO DE IMOVEIS, ACUMULANDO, PRECARIAMENTE, O SERVIÇO DE REGISTRO CIVIL DAS PESSOAS NATURAIS E O SERVIÇO DE REGISTRO DE TITULOS E DOCUMENTOS E CIVIL DAS PESSOAS JURIDICAS","085068",4104402,7314
7315,"CARTÓRIO DE REGISTRO CIVIL E ANEXOS","081406",4104501,7315
7316,"CARTÓRIO REGISTRO CIVIL, TITULOS E DOCUMENTOS E PESSOAS JURIDICAS","082925",4105607,7316
7317,"SERVIÇO DISTRITAL DO PORTAO","129833",4106902,7317
7318,"CARTÓRIO REGISTRO CIVIL E TABELIONATO DO DISTRITO DE ALECRIM","082891",4107009,7318
7319,"SERVIÇO DISTRITAL DE DIAMANTE DO OESTE","141721",4107157,7319
7321,"SERVIÇO DISTRITAL DE ESPERANCA NOVA","145474",4107520,7321
7322,"CARTÓRIO MEYER","082768",4107652,7322
7323,"FLORAI - TABELIONATO","130765",4107801,7323
7324,"SERVIÇO DISTRITAL DE GUAPOREMA","142141",4109104,7324
7325,"SERVIÇO NOTARIAL E REGISTRAL MARTINI.","086850",4110409,7325
7326,"SERVIÇO DISTRITAL DE ITAMBARACA","142067",4111001,7326
7327,"SERVIÇO DISTRITAL DE ITAPERUCU","086298",4111258,7327
7328,"CARTÓRIO DISTRITAL DE AREIA BRANCA DOS ASSIS","082107",4114302,7328
7329,"SERVIÇO DISTRITAL DE FLORIANO","129916",4115200,7329
7330,"RCPN 2º DISTRITO","092627",3300209,7330
7331,"RCPN TERCEIRO DISTRITO SAO JOSE TURVO","093088",3300308,7331
7332,"RCPN DO 4º DISTRITO DA COMARCA DE BOM JARDIM","092866",3300506,7332
7333,"CARTÓRIO DO RCPN E NOTAS DE ROSAL-3 DISTRITO DA COMARCA DE BOM JESUS DO ITABAPOANA-RJ","091231",3300605,7333
7334,"CARTÓRIO DO RCPN E TABELIONATO DE NOTAS DE CARABUCU, 4º DISTRITO DE BOM JESUS DO ITABAPOANA","091298",3300605,7334
7335,"OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE SALTO DA DIVISA","037168",3157104,7335
7336,"OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE SANTA BARBARA DO MONTE VERDE","056788",3157278,7336
7337,"OFICIO DE REGISTRO CIVIL E TABELIONATO DE NOTAS","141143",3157401,7337
7338,"OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS","148031",3168903,7338
7339,"OFICIO DO REGISTRO CIVIL DAS PESSOAS NATURAIS - MARTINESIA","050997",3170206,7339
7340,"SERVIÇO NOTARIAL E REGISTRO CIVIL DAS PESSOAS NATURAIS DE VILA QUEBRACHO","144683",5000807,7340
7341,"CA´TORIO DO REGISTRO CIVIL E ANEXOS","062620",5003702,7341
7342,"DOURADINA CARTÓRIO DE PAZ E ANEXOS","062653",5004502,7342
7343,"CARTÓRIO DE REGISTRO CIVIL, TITULOS E DOCUMENTOS E PESSOAS JURIDICAS","062232",5004700,7343
7344,"REGISTRO CIVIL DAS PESSOAS NATURAIS E TABELIONATO DE NOTAS DE MONTE CELESTE","149427",3161502,7344
7345,"OFICIO DO REGISTRO CIVIL E TABELIONATO DE NOTAS DE ROCA GRANDE","043364",3162906,7345
7346,"CARTÓRIO MARINHO DO DISTRITO DE PARANA-MIRY","067819",1505106,7346
7347,"CARTÓRIO DO REGISTRO CIVIL E NOTAS","071191",2503555,7347
7348,"CARTÓRIO DO 1º OFICIO DE CAJAZEIRAS-","070177",2503704,7348
7349,"CARTÓRIO DO REGISTRO CIVIL ETABELIONATO","071258",2509909,7349
7350,"CARTÓRIO DE RESGISTRO CIVIL E NOTAS DE PEDRA LAVRADA - PB INALDA CORDEIRO COSTA","070136",2511103,7350
7351,"CARTÓRIO DO REGISTRO CIVIL - SERVIÇO REGISTRAL ESTELA PAIVA","073080",2511806,7351
7352,"CARTÓRIO DO 2º OFICIO","147991",5103205,7352
7353,"CARTÓRIO DO 2º OFICIO DE COLIDER","146910",5103205,7353
7354,"063743","147900",5103353,7354
7355,"SERVIÇO NOTARIAL E REGISTRO CIVIL","132720",5106653,7355
7356,"CARTÓRIO DE BRASILIA LEGAL - AVEIRO","139378",1501006,7356
7357,"CARTÓRIO DE REGISTRO DO UNICO OFICIO DE BOM JESUS DO TOCANTINS","066530",1501576,7357
7358,"CARTÓRIO DA VILA DO CARMO","139725",1502103,7358
7359,"CARTÓRIO UNICO DE REGISTRO CIVIL E NOTAS","071902",2512101,7359
7360,"CARTÓRIO DO REGISTRO CIVIL -5º DISTRITO","075366",2613909,7360
7361,"CARTÓRIO DO 2º OFICIO","078824",2200301,7361
7362,"CARTÓRIO DO TERCEIRO OFICIO","079251",2200400,7362
7363,"CARTÓRIO DO REGISTRO CIVIL","079111",2200509,7363
7364,"CARTÓRIO DO 2º OFICIO","078816",2200608,7364
7365,"CARTÓRIO DO 2º OFICIO","078683",2200806,7365
7366,"CARTÓRIO DO 2º OFICIO","078766",2200905,7366
7367,"CARTÓRIO DO REGISTRO CIVIL DAS PESSOAS NAURIAS - 2º OFICIO","079137",2201002,7367
7368,"CARTÓRIO DO REGISTRO CIVIL E ANEXO DE NOTAS","079152",2201101,7368
7369,"CARTÓRIO DO 2º OFICIO","078642",2201200,7369
7370,"CARTÓRIO DO 3º OFICIO","078964",2201200,7370
